id	organization	documents	citations	total link strength
13704	"national institute of animal health, naro, tsukuba, japan"	12	569	26
13719	"national institute of education, singapore city, singapore"	7	308	21
13729	"national institute of hygiene and epidemiology hanoi, hanoi, viet nam"	113	3989	365
13730	"national institute of hygiene and epidemiology, hanoi, viet nam"	95	3799	270
13733	"national institute of infectious diseases, tokyo, japan"	33	1220	98
13735	"national institute of information and communications technology, koganei, japan"	32	773	88
13737	"national institute of malariology, parasitology and entomology hanoi, hanoi, viet nam"	10	146	18
13738	"national institute of medicinal materials, hanoi, viet nam"	10	252	19
13743	"national institute of metrology (thailand), klong luang, thailand"	8	41	28
13744	"national institute of metrology china, beijing, china"	5	23	20
13747	"national institute of nutrition vietnam, hanoi, viet nam"	50	1325	67
13751	"national institute of ophthalmology, hanoi, viet nam"	6	157	5
13764	"national institute of technology and evaluation, tokyo, japan"	11	457	31
13775	"national institute of veterinary research hanoi, hanoi, viet nam"	29	660	74
13776	"national institute of water and atmospheric research, auckland, new zealand"	5	1235	1
13780	"national institutes for the humanities, research institute for humanity and nature, kyoto, japan"	13	358	32
13784	"national institutes of natural sciences - national astronomical observatory of japan, mitaka, japan"	15	372	76
13795	"national key laboratory of polymer and composite materials, viet nam national university ho chi minh city, ho chi minh city, viet nam"	5	35	15
13803	"national measurement institute, australia, sydney, australia"	5	37	18
13806	"national metrology institute of japan, tsukuba, japan"	8	41	28
13821	"national radio astronomy observatory, charlottesville, united states"	12	336	197
13826	"national research center for protozoan diseases, obihiro university of agriculture and veterinary medicine, obihiro, japan"	8	182	10
13834	"national research institute of fisheries science, fra, yokohama, japan"	5	83	13
13845	"national synchrotron radiation research center, hsinchu, taiwan"	7	94	50
13849	"national taiwan university hospital, taipei, taiwan"	9	1721	42
13851	"national taiwan university, taipei, taiwan"	5	69	10
13865	"national university of singapore, singapore city, singapore"	17	598	62
13881	"natl. institute of labour protection, hanoi, viet nam"	7	64	0
13895	"natural resources and ecosystem services, institute for global environmental strategies, hayama, japan"	7	219	17
13898	"natural science and technology, okayama university, okayama, japan"	6	15	10
13903	"naturalis biodiversity center, leiden, netherlands"	6	67	15
13914	"ncgm-bmh medical collaboration center, hanoi, viet nam"	27	640	135
13943	"new industry creation hatchery center, tohoku university, sendai, japan"	28	482	65
13963	"nguyen dinh chieu hospital, ben tre city, viet nam"	5	82	33
13968	"nha trang pasteur institute, khanh hoa province, viet nam"	29	509	96
13969	"nha trang university, nha trang, viet nam"	6	197	7
13971	"nhatrang institute of technology research and application, nha trang, viet nam"	8	180	11
13972	"nhatrang institute of technology research and application, vietnam academy of science and technology, hanoi, viet nam"	9	300	18
13979	"niels bohr institutet, copenhagen, denmark"	11	299	193
13991	"niigata university, niigata, japan"	11	690	50
13999	"nippon institute for biological science, ome, japan"	6	105	17
14003	"nippon medical school, tokyo, japan"	6	109	16
14005	"nippon steel corporation, tokyo, japan"	6	76	20
14026	"nong lam university, ho chi minh city, ho chi minh city, viet nam"	27	2510	53
14064	"ntt hi-tech institute, dại học nguyen tat thanh, ho chi minh city, viet nam"	11	1945	25
14085	"nuffield department of medicine, oxford, united kingdom"	25	474	94
14090	"nursing office, bach mai hospital, hanoi, viet nam"	6	122	32
14092	"nus yong loo lin school of medicine, singapore city, singapore"	8	320	24
14094	"nutrition center, ho chi minh city, viet nam"	5	222	11
14098	"obihiro university of agriculture and veterinary medicine, obihiro, japan"	13	102	22
14102	"ocean research institute, the university of tokyo, tokyo, japan"	11	321	7
14113	"office for academic and industrial innovation, kobe university, kobe, japan"	5	38	17
14138	"oita university, oita, japan"	5	34	20
14145	"okayama university, okayama, japan"	61	941	121
14148	"okinawa institute of science and technology graduate university, okinawa, japan"	5	70	21
14155	"okuyama boring co. ltd., akita, japan"	5	21	14
14168	"one health research center, hokkaido university, sapporo, japan"	6	31	24
14174	"online research club (http://www.onlineresearchclub.org), nagasaki, japan"	19	200	119
14177	"online research club, nagasaki, japan"	32	339	192
14195	"organisation mondiale de la santé, geneva, switzerland"	22	445	54
14199	"organization for marine science and technology, nagasaki university, nagasaki, japan"	6	21	13
14210	"osaka city institute of public health and environmental sciences, osaka, japan"	7	174	9
14213	"osaka institute of public health, osaka, japan"	21	761	54
14218	"osaka metropolitan university, osaka, japan"	69	1598	150
14219	"osaka museum of natural history, osaka, japan"	10	54	17
14245	"oxford university clinical research unit, ho chi minh city, viet nam"	30	695	128
14297	"pasteur institute in ho chi minh city, ho chi minh city, viet nam"	20	763	51
14306	"pathogenic microbe laboratory, national center for global health and medicine, tokyo, japan"	8	181	21
14322	"peking university first hospital, beijing, china"	5	55	35
14325	"peking university, beijing, china"	12	276	158
14356	"pham ngoc thach university of medicine, ho chi minh city, viet nam"	14	384	75
14361	"pharmaceutical and health sciences, kanazawa university, kanazawa, japan"	10	74	68
14376	"phenikaa institute for advanced study, phenikaa university, hanoi, viet nam"	7	67	18
14379	"phenikaa university, hanoi, viet nam"	6	42	23
14387	"philippine rice research institute, nueva ecija, philippines"	7	156	17
14408	"physical research laboratory india, ahmedabad, india"	6	166	21
14433	"plant abiotic stress research group, ton-duc-thang university, ho chi minh city, viet nam"	9	1443	32
14436	"plant breeding laboratory, kyushu university, fukuoka, japan"	7	84	20
14437	"plant epigenome regulation laboratory, riken cluster for pioneering research, wako, japan"	9	158	65
14442	"plant genomic network research team, riken center for sustainable resource science, yokohama, japan"	13	1075	78
14448	"plant production department, king saud university, riyadh, saudi arabia"	5	723	23
14454	"plant protection research institute, hanoi, viet nam"	11	230	19
14459	"plant resources center, hanoi, viet nam"	5	127	12
14464	"plant stress research group & faculty of applied sciences, ton-duc-thang university, ho chi minh city, viet nam"	18	1487	54
14500	"posts and telecommunications institute of technology vietnam, hanoi, viet nam"	34	1015	78
14518	"primate research institute, kyoto university, kyoto, japan"	6	72	21
14540	"program for nurturing global leaders in tropical and emerging communicable diseases, nagasaki university, nagasaki, japan"	5	60	22
14577	"public health england, london, united kingdom"	5	363	19
14597	"qst hospital, chiba, japan"	8	128	29
14617	"quantum beam science directorate, japan atomic energy agency, kashiwa, japan"	7	270	5
14619	"quantum hadron physics laboratory, riken nishina center for accelerator-based science, wako, japan"	13	195	46
14625	"queen elizabeth hospital hong kong, hong kong, china"	28	367	523
14628	"queen mary hospital hong kong, hong kong, hong kong"	5	62	35
14634	"queensland university of technology, brisbane, australia"	5	123	17
14636	"quy nhon university, quy nhon, viet nam"	7	230	21
14657	"radiology center, bach mai hospital, hanoi, viet nam"	6	35	7
14663	"raja isteri pengiran anak saleha hospital, bandar seri begawan, brunei darussalam"	5	72	20
14670	"ramathibodi hospital, bangkok, thailand"	10	285	126
14671	"ramkhamhaeng university, bangkok, thailand"	6	270	32
14674	"rare isotope science project, institute for basic science, daejeon, daejeon, south korea"	7	316	53
14690	"regional climate systems laboratory, ateneo de manila university, quezon city, philippines"	6	317	31
14697	"regional research center, iwate prefectural university, iwate district, japan"	27	812	138
14708	"remosat laboratory, vietnam academy of science and technology, hanoi, viet nam"	5	240	13
14742	"research and development center for precision medicine, university of tsukuba, tsukuba, japan"	10	94	44
14756	"research and education center for prevention of global infectious diseases of animals, tokyo university of agriculture and technology, fuchu, japan"	11	120	45
14767	"research center for animal hygiene and food safety, obihiro university of agriculture and veterinary medicine, obihiro, japan"	9	186	18
14768	"research center for animal life science, shiga university of medical science, otsu, japan"	5	87	26
14779	"research center for climate change, nong lam university, ho chi minh city, ho chi minh city, viet nam"	8	139	14
14784	"research center for electron photon science, tohoku university, sendai, japan"	8	241	74
14789	"research center for environmental quality management, otsu, japan"	8	340	18
14797	"research center for global agromedicine, obihiro university of agriculture and veterinary medicine, obihiro, japan"	9	57	33
14812	"research center for nuclear physics (rcnp), the university of osaka, suita, japan"	11	157	102
14813	"research center for nuclear physics, the university of osaka, suita, japan"	24	639	176
14822	"research center for solar energy chemistry, the university of osaka, suita, japan"	5	228	5
14824	"research center for structural materials, national institute for materials science, tsukuba, japan"	8	44	14
14832	"research center for water environment technology, the university of tokyo, tokyo, japan"	11	498	21
14834	"research center for zoonosis control, hokkaido university, sapporo, japan"	12	237	49
14854	"research faculty of agriculture, hokkaido university, sapporo, japan"	16	104	32
14856	"research group (environmental health), sumitomo chemical company, limited, tokyo, japan"	17	324	58
14867	"research institute for aquaculture no. 1 bac ninh, bac ninh, viet nam"	7	320	7
14874	"research institute for biotechnology and environment, nong lam university, ho chi minh city, ho chi minh city, viet nam"	13	248	23
14881	"research institute for health sciences, chaing mai, thailand"	14	158	280
14882	"research institute for health sciences, chiang mai university, chiang mai, thailand"	10	193	194
14888	"research institute for marine fisheries, haiphong, viet nam"	7	90	18
14890	"research institute for mathematical sciences, kyoto, japan"	5	12	6
14891	"research institute for microbial diseases, suita, japan"	8	84	20
14892	"research institute for nanodevice and bio systems, hiroshima university, higashihiroshima, japan"	9	83	15
14901	"research institute for sustainable humanosphere, uji, japan"	13	178	30
14904	"research institute for tropical medicine, manila, philippines"	27	439	494
14921	"research institute of geology and mineral resources, hanoi, viet nam"	7	387	18
14924	"research institute of green science and technology, shizuoka university, shizuoka, japan"	5	79	8
14931	"research institute of natural sciences, okayama university of science, okayama, japan"	11	453	18
14936	"research institute, national center for global health and medicine, tokyo, japan"	12	485	44
14950	"research organization of information and systems national institute of informatics, tokyo, japan"	56	1826	104
14978	"respiratory care center, university medical center, ho chi minh city, viet nam"	7	97	7
14979	"respiratory center, bach mai hospital, hanoi, viet nam"	5	64	19
14985	"reuse and management, vietnamese-german university, thu dau mot, viet nam"	10	277	23
14988	"ri-beam factory project office, riken, wako, japan"	8	135	12
14995	"riken (the institute of physical and chemical research), wako, japan"	10	222	39
14998	"riken brc microbe division (jcm), tsukuba, japan"	7	337	4
15002	"riken center for sustainable resource science, yokohama, japan"	60	2653	195
15003	"riken cluster for pioneering research, wako, japan"	5	75	13
15004	"riken nishina center for accelerator-based science, wako, japan"	10	84	35
15005	"riken spring-8 center, sayo, japan"	5	72	42
15007	"riken, wako, japan"	54	1080	532
15014	"ritsumeikan asia pacific university, beppu, japan"	27	686	53
15016	"ritsumeikan university biwako-kusatsu campus, kusatsu, japan"	34	548	56
15054	"rwe ag, essen, germany"	5	275	38
15068	"saga university, saga, japan"	6	312	25
15088	"saitama university, saitama, japan"	42	421	76
15111	"sarawak general hospital, kuching, malaysia"	5	53	36
15153	"school of archaeology and anthropology, the australian national university, canberra, australia"	11	908	22
15179	"school of biomedical engineering, international university - vietnam national university hcm city, ho chi minh city, viet nam"	9	270	36
15186	"school of biosciences, university of nottingham, nottingham, united kingdom"	5	86	11
15188	"school of biotechnology and food technology, hanoi university of science and technology, hanoi, viet nam"	21	236	43
15189	"school of biotechnology, international university - vietnam national university hcm city, ho chi minh city, viet nam"	13	617	23
15194	"school of business (information system), university of southern queensland, toowoomba, australia"	9	271	84
15205	"school of chemical engineering, hanoi university of science and technology, hanoi, viet nam"	58	776	113
15217	"school of chemistry and life sciences, hanoi university of science and technology, hanoi, viet nam"	11	59	20
15247	"school of computer engineering and science, shanghai university, shanghai, china"	5	374	13
15265	"school of computing, engineering and mathematics, university of brighton, brighton, united kingdom"	12	350	198
15301	"school of economics and management, shanghai maritime university, shanghai, china"	5	415	13
15302	"school of economics and management, southwest jiaotong university, chengdu, china"	5	235	14
15303	"school of economics and management, university of hyogo, kobe, japan"	5	46	0
15305	"school of economics, can tho university, can tho, viet nam"	5	42	12
15312	"school of education, can tho university, can tho, viet nam"	12	70	41
15316	"school of electrical and electronic engineering, hanoi university of science and technology, hanoi, viet nam"	31	238	43
15323	"school of electrical engineering, hanoi university of science and technology, hanoi, viet nam"	9	124	9
15333	"school of electronics and telecommunications, hanoi university of science and technology, hanoi, viet nam"	33	773	31
15343	"school of engineering and technology, van lang university, ho chi minh city, viet nam"	6	119	11
15345	"school of engineering physics, hanoi university of science and technology, hanoi, viet nam"	18	300	37
15370	"school of environment and society, institute of science tokyo, tokyo, japan"	7	219	13
15380	"school of environmental science and engineering, kochi university of technology, kami, japan"	5	87	18
15381	"school of environmental science and engineering, shanghai jiao tong university, shanghai, china"	5	236	15
15387	"school of environmental science and technology, hanoi university of science and technology, hanoi, viet nam"	29	828	70
15396	"school of fisheries sciences, kitasato university, tokyo, japan"	5	192	4
15416	"school of global humanities and social sciences, nagasaki university, nagasaki, japan"	6	28	24
15421	"school of health science, sapporo medical university, sapporo, japan"	6	411	19
15426	"school of health sciences, sapporo medical university, sapporo, japan"	12	235	53
15433	"school of human nursing, the university of shiga prefecture, hikone, japan"	6	9	59
15435	"school of humanities and social sciences, harbin institute of technology, harbin, china"	6	183	15
15437	"school of information and communication technology, hanoi university of science and technology, hanoi, viet nam"	55	727	76
15438	"school of information and data sciences, nagasaki university, nagasaki, japan"	9	80	72
15442	"school of information science, japan advanced institute of science and technology, nomi, japan"	7	75	5
15455	"school of knowledge science, japan advanced institute of science and technology, nomi, japan"	19	345	22
15460	"school of life science and technology, institute of science tokyo, tokyo, japan"	5	122	20
15468	"school of life sciences, henan university, kaifeng, china"	5	74	40
15485	"school of marine biosciences, kitasato university, tokyo, japan"	7	64	10
15486	"school of marine science and technology, tokai university, tokyo, japan"	5	77	14
15493	"school of materials science and engineering, hanoi university of science and technology, hanoi, viet nam"	56	956	111
15502	"school of materials science, japan advanced institute of science and technology, nomi, japan"	59	1919	80
15518	"school of mechanical and electrical engineering, university of southern queensland, toowoomba, australia"	13	224	44
15526	"school of mechanical engineering, hanoi university of science and technology, hanoi, viet nam"	70	740	94
15533	"school of mechanical engineering, xiangtan university, xiangtan, china"	6	488	23
15543	"school of medicine and pharmacy, duy tan university, da nang, viet nam"	13	28	60
15544	"school of medicine and pharmacy, university of danang, da nang, viet nam"	10	68	60
15545	"school of medicine and pharmacy, vietnam national university, hanoi, hanoi, viet nam"	16	303	36
15559	"school of medicine, international university of health and welfare, otawara, japan"	5	42	25
15578	"school of medicine, viet nam national university ho chi minh city, ho chi minh city, viet nam"	16	372	94
15591	"school of nuclear science and technology, university of chinese academy of sciences, beijing, china"	6	68	59
15593	"school of nursing, kanazawa medical university, kahoku, japan"	7	301	25
15599	"school of odonto stomatology, hanoi medical university, hanoi, viet nam"	9	178	20
15619	"school of physics and nuclear energy engineering, beihang university, beijing, china"	7	99	42
15622	"school of physics, beihang university, beijing, china"	5	37	31
15624	"school of physics, suranaree university of technology, nakhon ratchasima, thailand"	7	29	36
15642	"school of public health, imperial college london, london, united kingdom"	14	44	87
15649	"school of public health, the university of queensland, brisbane, australia"	7	67	33
15655	"school of resources and safety engineering, central south university, changsha, china"	6	823	34
15664	"school of science and engineering, ritsumeikan university biwako-kusatsu campus, kusatsu, japan"	6	52	10
15670	"school of science and technology, kwansei gakuin university, nishinomiya, japan"	7	151	15
15695	"school of systems engineering, kochi university of technology, kami, japan"	25	460	31
15698	"school of textile-leather and fashion, hanoi university of science and technology, hanoi, viet nam"	10	320	10
15703	"school of transportation engineering, hanoi university of science and technology, hanoi, viet nam"	12	243	15
15706	"school of tropical medicine and global health, nagasaki university, nagasaki, japan"	98	1098	428
15732	"science education department, de la salle university, manila, philippines"	9	1168	28
15743	"sciences po paris, paris, france"	13	446	42
15776	"section of gastroenterology and hepatology, baylor college of medicine, houston, united states"	7	135	31
15808	"senior research fellow center, ehime university, matsuyama, japan"	5	391	13
15814	"seoul national university hospital, seoul, south korea"	7	78	45
15815	"seoul national university, seoul, south korea"	14	447	186
15856	"shanghai jiao tong university, shanghai, china"	7	1744	50
15874	"shibaura institute of technology, tokyo, japan"	31	479	31
15880	"shimadzu techno-research inc., kyoto, japan"	7	206	33
15882	"shimane university, matsue, japan"	5	124	18
15885	"shinshu university, matsumoto, japan"	9	194	13
15894	"shizuoka university, shizuoka, japan"	18	517	34
15915	"signaling pathway research unit, riken center for sustainable resource science, yokohama, japan"	37	4304	97
15922	"silviculture research institute, vietnamese academy of forest sciences, hanoi, viet nam"	22	301	59
15928	"simulation in materials science research group, ton-duc-thang university, ho chi minh city, viet nam"	7	27	26
15941	"sirindhorn international institute of technology thammasat university, khlong luang, thailand"	5	54	15
15942	"siriraj hospital, bangkok, thailand"	20	1303	222
15966	"social science research institute, tokai university, tokyo, japan"	6	419	8
15973	"soete laboratory, universiteit gent, ghent, belgium"	11	878	32
15993	"sorbonne université, paris, france"	13	223	59
16017	"southern institute of ecology, vietnam academy of science and technology, hanoi, viet nam"	12	124	26
16020	"southern institute of water resources research, ho chi minh city, viet nam"	5	108	5
16028	"southern regional plant protection center, tien giang, viet nam"	7	150	17
16041	"space weather services, bureau of meteorology australia, melbourne, australia"	5	56	17
16061	"st. luke's medical center quezon city, quezon city, philippines"	5	231	15
16100	"state key laboratory of geohazard prevention and geoenvironment protection, chengdu university of technology, chengdu, china"	6	1607	19
16102	"state key laboratory of high performance ceramics and superfine microstructure, shanghai institute of ceramics, chinese academy of sciences, shanghai, china"	8	291	35
16116	"state key laboratory of urban water resource and environment, harbin institute of technology, harbin, china"	6	1540	18
16118	"state university of new york albany, albany, united states"	7	872	42
16146	"structural section dicea, università politecnica delle marche, ancona, italy"	5	128	10
16175	"sun yat-sen university, guangzhou, china"	6	68	34
16186	"surgical intensive care unit, vietnam national children's hospital, hanoi, viet nam"	5	51	10
16193	"sustainable management of natural resources and environment research group, ton-duc-thang university, ho chi minh city, viet nam"	5	323	10
16197	"suwa university of science, chino, japan"	6	17	13
16211	"synchrotron light research institute (slri), nakhon ratchasima, thailand"	5	45	18
16218	"system emotional science, graduate school of medicine and pharmaceutical sciences, toyama, japan"	12	256	30
16219	"system emotional science, university of toyama, faculty of medicine, toyama, japan"	6	22	13
16220	"system emotional science, university of toyama, toyama, japan"	10	155	20
16239	"taipei veterans general hospital, taipei, taiwan"	25	272	485
16268	"tan tock seng hospital, singapore city, singapore"	20	232	389
16269	"tan trao university, tuyen quang, viet nam"	8	26	23
16301	"technische universität darmstadt, darmstadt, germany"	14	442	213
16304	"technische universität münchen, munich, germany"	5	408	13
16349	"thai nguyen university of education, thai nguyen, viet nam"	5	28	10
16350	"thai nguyen university of information and communication technology (ictu), thai nguyen, viet nam"	12	29	39
16354	"thai nguyen university of sciences, thai nguyen, viet nam"	6	134	18
16355	"thai nguyen university, thai nguyen, viet nam"	33	341	87
16357	"thai red cross agency, bangkok, thailand"	17	316	312
16366	"thailand national center for genetic engineering and biotechnology, pathum thani, thailand"	7	337	30
16367	"thailand national electronics and computer technology center, pathum thani, thailand"	7	67	24
16375	"thammasat university, pathum thani, thailand"	8	106	32
16377	"thang long university, hanoi, viet nam"	8	37	20
16389	"the australian national university, canberra, australia"	19	222	77
16396	"the center for entomology & parasitology research, duy tan university, da nang, viet nam"	7	11	9
16417	"the foundation for aids research, bangkok, thailand"	14	128	270
16423	"the graduate university for advanced studies, hayama, japan"	23	226	52
16425	"the hiv netherlands australia thailand research collaboration, bangkok, thailand"	7	63	144
16444	"the kirby institute, kensington, australia"	29	381	549
16447	"the kyoto university museum, kyoto, japan"	47	409	190
16464	"the research institute of tuberculosis, japan anti-tuberculosis association, kiyose, japan"	10	216	54
16466	"the science-production centre of vietnamese ginseng, university of medicine and pharmacy at hcmc, ho chi minh city, viet nam"	5	354	4
16471	"the tokyo metropolitan research institute for environmental protection, tokyo, japan"	5	437	22
16472	"the united graduate school of agricultural sciences, kagoshima university, kagoshima, japan"	7	133	18
16473	"the united graduate school of veterinary science, yamaguchi university, yamaguchi, japan"	13	222	36
16477	"the university of aizu, aizuwakamatsu, japan"	27	212	34
16479	"the university of edinburgh, edinburgh, united kingdom"	12	120	122
16481	"the university of electro-communications, chofu, japan"	28	411	42
16485	"the university of kitakyushu, kitakyushu, japan"	10	175	19
16489	"the university of osaka, suita, japan"	77	979	161
16490	"the university of queensland, brisbane, australia"	13	193	34
16498	"the university of sydney, sydney, australia"	14	708	68
16504	"the university of tokyo, tokyo, japan"	112	2733	389
16506	"the university of western australia, perth, australia"	6	194	15
16508	"the vnm herbarium, vietnamese academy of science and technology institute of tropical biology, dalat, viet nam"	9	59	27
16509	"the voluntary health services, chennai, chennai, india"	5	22	97
16514	"theoretical nuclear physics laboratory, riken nishina center for accelerator-based science, wako, japan"	14	207	19
16517	"theoretical physics research group, ton-duc-thang university, ho chi minh city, viet nam"	5	42	19
16519	"theory and modeling department, culham centre for fusion energy, abingdon, united kingdom"	7	180	17
16534	"thu dau mot university, thu dau mot, viet nam"	5	4	14
16539	"thuongmai university, hanoi, viet nam"	24	329	59
16540	"thuyloi university, hanoi, viet nam"	36	1069	82
16549	"timas, thang long university, hanoi, viet nam"	5	52	14
16571	"tohoku university, sendai, japan"	118	2598	514
16575	"tokai university, tokyo, japan"	8	215	6
16581	"tokushima university, tokushima, japan"	6	71	14
16584	"tokyo city university, tokyo, japan"	6	115	17
16590	"tokyo kasei university, sayama, japan"	5	38	14
16596	"tokyo metropolitan university, hachioji, japan"	6	29	9
16600	"tokyo university of agriculture and technology, fuchu, japan"	66	750	108
16603	"tokyo university of marine science and technology, tokyo, japan"	15	136	15
16605	"tokyo university of science, tokyo, japan"	14	98	54
16612	"ton-duc-thang university, ho chi minh city, viet nam"	9	256	29
16620	"tottori university, tottori, japan"	8	215	18
16621	"toxicological center, universiteit antwerpen, antwerpen, belgium"	5	656	38
16631	"toyohashi university of technology, toyohashi, japan"	5	36	9
16634	"toyota central r&d labs., inc., nagakute, japan"	5	98	9
16637	"toyota physical and chemical research institute, nagakute, japan"	15	366	47
16638	"toyota technological institute, nagoya, japan"	17	282	33
16657	"transdisciplinary science and engineering program, hiroshima university, higashihiroshima, japan"	11	116	30
16673	"tropical biosphere research center, university of the ryukyus, nishihara, japan"	16	499	65
16690	"trường đại học giao thông vận tải, hanoi, viet nam"	44	588	87
16691	"trường đại học sư phạm hà nội, hanoi, viet nam"	39	425	69
16706	"tu du hospital, ho chi minh city, viet nam"	8	108	17
16770	"united graduate school of agricultural sciences, kagoshima university, kagoshima, japan"	7	133	20
16786	"universidad autónoma de madrid, madrid, spain"	5	176	83
16796	"universidad de granada, granada, spain"	39	2197	126
16806	"universidad nacional de córdoba, cordoba, argentina"	5	430	14
16824	"universitas airlangga, surabaya, indonesia"	8	74	31
16828	"universitas indonesia, depok, indonesia"	10	532	52
16829	"universitas indonesia, rsupn dr. cipto mangunkusumo, central jakarta, indonesia"	17	615	293
16839	"universitas udayana, bali, indonesia"	7	62	133
16842	"universitat de valència, valencia, spain"	7	477	50
16858	"universiti malaya, kuala lumpur, malaysia"	11	242	24
16861	"universiti malaysia sarawak, kota samarahan, malaysia"	5	71	7
16863	"universiti putra malaysia, serdang, malaysia"	5	484	12
16865	"universiti teknologi malaysia kuala lumpur, kuala lumpur, malaysia"	11	170	31
16870	"university college dublin, dublin, ireland"	6	169	13
16871	"university college london hospitals nhs foundation trust, london, united kingdom"	15	363	60
16872	"university college london, london, united kingdom"	7	391	26
16875	"university hawaii institute for astronomy, honolulu, united states"	10	296	177
16879	"university medicine and pharmacy, hue university, hue, viet nam"	21	510	89
16881	"university of agriculture and forestry, hue university, hue, viet nam"	32	650	51
16882	"university of al-fateh faculty of medicine, tripoli, libya"	5	97	38
16892	"university of california, los angeles, los angeles, united states"	5	102	27
16900	"university of chinese academy of sciences, beijing, china"	17	588	61
16908	"university of danang, da nang, viet nam"	58	964	115
16919	"university of economics ho chi minh city, ho chi minh city, viet nam"	11	213	17
16920	"university of economics, hue university, hue, viet nam"	9	165	17
16926	"university of finance - marketing, ho chi minh city, viet nam"	10	21	22
16930	"university of fukui, fukui, japan"	5	33	12
16936	"university of hyogo, kobe, japan"	8	106	23
16949	"university of khanh hoa, nha trang, viet nam"	9	244	39
16954	"university of malaya medical centre, kuala lumpur, malaysia"	28	845	517
16959	"university of medicine and pharmacy at hcmc, ho chi minh city, viet nam"	71	1756	290
16961	"university of melbourne, melbourne, australia"	7	266	26
16964	"university of michigan, ann arbor, ann arbor, united states"	7	232	112
16972	"university of miyazaki, miyazaki, japan"	11	153	31
16973	"university of münster, munster, germany"	7	301	54
16982	"university of oklahoma college of medicine, oklahoma city, united states"	5	81	15
16988	"university of oxford, oxford, united kingdom"	8	718	31
16999	"university of science and technology (ust), daejeon, south korea"	7	61	71
17002	"university of science and technology, university of danang, da nang, viet nam"	33	552	59
17004	"university of science, viet nam national university ho chi minh city, ho chi minh city, viet nam"	94	1984	268
17006	"university of sciences, hue university, hue, viet nam"	13	125	22
17010	"university of south australia, adelaide, australia"	5	198	18
17015	"university of surrey, guildford, united kingdom"	6	159	88
17019	"university of technology sydney, sydney, australia"	12	297	50
17028	"university of the ryukyus, nishihara, japan"	10	409	21
17032	"university of toyama, faculty of medicine, toyama, japan"	5	86	11
17033	"university of toyama, toyama, japan"	6	25	13
17036	"university of tsukuba, tsukuba, japan"	81	2503	228
17042	"university of virginia, charlottesville, united states"	11	298	177
17067	"universität basel, basel, switzerland"	5	206	18
17070	"universität bremen, bremen, germany"	5	72	17
17074	"universität zu köln, koln, germany"	10	266	119
17084	"université de bordeaux, bordeaux, france"	6	395	30
17089	"université de lorraine, nancy, france"	5	61	12
17090	"université de montpellier, montpellier, france"	9	157	25
17092	"université de strasbourg, strasbourg, france"	13	518	166
17103	"université grenoble alpes, saint martin d'heres, france"	6	754	13
17105	"université libre de bruxelles, brussels, belgium"	6	177	34
17109	"université paris-saclay, gif-sur-yvette, france"	16	360	203
17121	"unsw sydney, sydney, australia"	8	479	32
17146	"utsunomiya university, utsunomiya, japan"	7	65	15
17157	"van der waals-zeeman institute, amsterdam, netherlands"	8	86	24
17159	"van lang university, ho chi minh city, viet nam"	6	139	15
17166	"variable energy cyclotron centre india, kolkata, india"	8	113	38
17193	"vhs medical centre india, chennai, india"	11	128	213
17200	"viet duc hospital, hanoi, viet nam"	8	83	26
17204	"viet nam national university ho chi minh city, ho chi minh city, viet nam"	256	4483	689
17209	"viet tiep hospital, haiphong, viet nam"	5	68	25
17213	"vietnam academy for water resources, hanoi, viet nam"	7	175	25
17219	"vietnam academy of science and technology, hanoi, viet nam"	309	4743	904
17225	"vietnam agricultural science institute, hanoi, viet nam"	7	306	13
17227	"vietnam atomic energy institute, hanoi, viet nam"	93	2361	384
17254	"vietnam institute of geosciences and mineral resources (vigmr), hanoi, viet nam"	5	78	16
17258	"vietnam institute of geosciences and mineral resources, hanoi, viet nam"	9	136	21
17269	"vietnam military medical university, hanoi, viet nam"	14	172	30
17272	"vietnam national children's hospital, hanoi, viet nam"	20	426	31
17281	"vietnam national museum of nature, hanoi, viet nam"	15	194	27
17283	"vietnam national museum of nature, vietnam academy of science and technology, hanoi, viet nam"	31	958	74
17288	"vietnam national university institute of physics, ho chi minh city, viet nam"	19	198	28
17289	"vietnam national university of agriculture, hanoi, viet nam"	54	838	127
17290	"vietnam national university of forestry, hanoi, viet nam"	22	150	56
17293	"vietnam national university, hanoi, hanoi, viet nam"	310	8898	734
17295	"vietnam national university, vietnam national university, hanoi, hanoi, viet nam"	7	23	5
17312	"vietnam research station, nagasaki university, nagasaki, japan"	27	345	105
17318	"vietnam veterinary association, hanoi, viet nam"	6	338	22
17330	"vietnamese academy of agricultural science, hanoi, viet nam"	5	74	11
17331	"vietnamese academy of forest sciences, hanoi, viet nam"	11	499	21
17334	"vietnamese academy of science and technology institute of biotechnology, hanoi, viet nam"	41	931	52
17335	"vietnamese academy of science and technology institute of chemistry, hanoi, viet nam"	28	1225	72
17336	"vietnamese academy of science and technology institute of ecology and biological resources, hanoi, viet nam"	163	2121	427
17337	"vietnamese academy of science and technology institute of information technology, hanoi, viet nam"	14	186	12
17338	"vietnamese academy of science and technology institute of materials science, hanoi, viet nam"	71	1354	138
17339	"vietnamese academy of science and technology institute of mechanics, hanoi, viet nam"	12	381	22
17340	"vietnamese academy of science and technology institute of physics and electronics, hanoi, viet nam"	93	2030	317
